"NDC","PROD_ID","INA_DT","RIN_DT"
"68212050060",488825,28-NOV-2012 10:35:41,24-FEB-2011 11:21:19
"76855070071",488152,,
"88856000030",488805,,
"48503061703",487584,,
"47884017501",488875,,
"08137108979",489176,,
"70319002684",489584,,
"70319002685",489585,,
"70319002686",489586,,
"70319002687",489587,,
"70319002693",489588,,
"70319002691",489591,,
"70319002694",489592,,
"70319002677",489560,,
"70319002679",489563,,
"70319002681",489564,,
"70319002682",489566,,
"70319002695",489651,,
"40985027309",489634,,
"11917010891",489937,,
"11917011146",489938,,
"70319002184",489756,,
"70319002186",489757,,
"70319002187",489758,,
"70319003090",489808,,
"70319003097",489811,,
"70319002190",489762,,
"70319002307",489765,,
"70319002904",489766,,
"70319003091",489767,,
"70319003104",489768,,
"70319003105",489769,,
"70319003106",489770,,
"70319003111",489771,,
"70319002195",489772,,
"23601060600",489261,,
"11917007510",489888,,
"11917007534",489889,,
"70319003096",489295,,
"70319002185",489298,,
"70319002675",489652,,
"54162085101",489083,,
"54162085108",489083,,
"92771077008",489084,02-DEC-2015 14:52:56,05-APR-2010 14:12:42
"88856000060",489167,,
"70074057535",489418,,
"83490044052",489116,,
"83490044055",489117,,
"08137101879",488995,,
"08137101878",488996,31-DEC-2012 13:30:57,
"08137102836",489003,28-JAN-2013 10:10:44,
"08137102957",489010,09-NOV-2012 13:18:25,
"08137101870",488915,,
"08137101716",488943,29-AUG-2016 10:12:02,
"08137101717",488946,31-DEC-2012 13:31:12,
"08137101830",488949,,
"08137102236",488957,02-JAN-2012 11:20:04,
"08137108866",488958,31-DEC-2012 13:36:02,
"08137108865",488959,31-DEC-2012 13:35:43,
"52800048072",488960,,
"52800048073",488961,,
"08137101826",488938,16-SEP-2013 15:41:05,
"11917009488",489886,,
"70319002072",489685,,
"37205024975",489271,,
"37205025575",489279,,
"92771014501",489695,,
"92771014516",489696,02-DEC-2015 15:00:16,
"92771077501",489709,02-DEC-2015 14:52:56,
"49735011457",489694,01-JUN-2012 10:21:37,
"49735011653",489706,01-JUN-2012 10:21:37,
"70319002880",489485,,
"70319002881",489486,,
"70319002882",489487,,
"52372091310",484886,07-MAR-2016 00:00:00,
"48503025092",490771,,
"48503025096",490772,,
"48503025187",490773,,
"48503025188",490774,,
"48503025185",490775,,
"48503025183",490776,,
"48503025182",490777,,
"48503025186",490778,,
"48503075407",490779,,
"48503075408",490780,,
"48503075409",490781,,
"48503075404",490782,,
"48503075405",490783,,
"48503075403",490784,,
"48503075402",490785,,
"48503075406",490786,,
"48503075401",490787,,
"48503025407",490788,,
"48503025408",490789,,
"48503025409",490790,,
"48503025404",490791,,
"48503025405",490792,,
"48503025403",490793,,
"48503025402",490794,,
"48503025406",490795,,
"48503025401",490796,,
"48503025417",490797,,
"48503025418",490798,,
"48503025419",490799,,
"48503025415",490800,,
"48503025413",490801,,
"48503025412",490802,,
"48503025416",490803,,
"12843054109",490477,28-FEB-2012 08:20:11,28-FEB-2012 09:31:58
"48503024165",490281,,
"48503024163",490282,,
"48503024162",490283,,
"48503024166",490284,,
"87701040808",491054,,
"87701040807",491053,,
"11917009486",490968,,
"62991300801",491367,01-APR-2013 15:27:41,
"62991300802",491367,01-APR-2013 15:28:04,
"62991300803",491367,01-APR-2013 15:28:26,
"86800068795",491083,,
"15630004597",492673,,
"15630004596",492676,,
"63981030607",478291,,
"00179840702",492583,,
"48503045537",492500,,
"48503045538",492501,,
"48503045535",492502,,
"48503045533",492503,,
"48503045532",492504,,
"48503045536",492505,,
"48503025545",492509,,
"48503025543",492510,,
"48503025542",492511,,
"48503025546",492512,,
"50436907101",492067,,
"51927444300",492208,,
"38779244609",487447,,
"38779194005",491799,,
"38779075008",491806,,
"43072000516",491779,08-AUG-2015 14:14:30,
"43072000529",491816,08-AUG-2015 14:14:30,
"43072000532",491819,08-AUG-2015 14:14:30,
"11822313850",492117,,
"16042001040",493844,,
"59781056094",493518,,
"48503008647",492351,,
"48503008648",492353,,
"48503008645",492354,,
"48503008643",492355,,
"48503008642",492357,,
"48503008646",492358,,
"48503008657",492364,,
"48503008658",492366,,
"48503028657",492367,,
"48503028658",492368,,
"48503028655",492369,,
"48503028653",492370,,
"48503028652",492371,,
"48503028656",492372,,
"48503058655",492373,,
"48503058653",492375,,
"48503058652",492376,,
"48503058656",492377,,
"48503008665",492378,,
"48503008663",492379,,
"48503008662",492380,,
"48503008666",492381,,
"48503008685",492382,,
"48503008683",492383,,
"48503008682",492384,,
"48503008686",492385,,
"59781056626",493765,,
"59781056433",493743,,
"92771077004",493507,05-APR-2010 10:38:05,
"48503009874",493548,,
"48503009873",493549,,
"48503009872",493551,,
"89117000001",494565,,
"89117000000",494566,,
"94688011693",494286,,
"94688011691",494283,,
"11822514090",494159,,
"12547042830",494827,,
"87701040436",494836,,
"11917009587",494594,,
"12843053350",494156,28-FEB-2012 08:20:11,
"46122009979",496055,,
"08484074600",495768,16-APR-2013 11:25:12,
"54569624500",496091,,
"41163041696",495630,15-JUN-2016 14:33:00,
"41163041697",495632,15-JUN-2016 14:33:19,
"41163045282",495634,15-JUN-2016 14:47:13,
"70074056258",496781,,
"16042001026",496586,,
"08380014901",496213,,
"08380014902",496214,,
"08380014908",496215,,
"08380014910",496216,,
"08380014911",496217,,
"50428803529",497454,24-SEP-2012 14:01:53,
"50428800824",497455,,
"16042001024",497810,,
"54569870600",498196,,
"83490044080",498230,,
"83490044081",498231,,
"41520031947",497704,,
"41520031948",497705,,
"63868062030",465167,,
"62991278602",499095,01-NOV-2011 07:47:20,
"71791000001",498916,,
"71791000002",498917,,
"41260034696",499478,,
"41260034698",499479,,
"41260034697",499480,,
"51552130006",472763,01-MAR-2014 13:55:11,01-JAN-2015 13:24:04
"11917013152",502597,,
"52372656502",484350,09-NOV-2016 13:39:55,
"08290383532",504761,,
"49735016129",506050,,
"49735016130",506059,,
"00087165702",485510,15-DEC-2015 11:34:45,
"00087510266",505146,,
"38779075001",491806,,
"38779075009",491806,,
"16500053873",507251,,
"36800030604",483493,,
"09958003462",509008,,
"09958003472",509009,,
"11917011470",508401,,
"52372343202",482662,09-NOV-2016 13:39:55,
"52372731502",484722,09-NOV-2016 13:39:55,
"52372091301",484886,09-NOV-2016 13:39:55,
"00065804603",466852,,
"49100040009",508396,27-JUL-2010 09:09:56,05-JUL-2012 12:19:25
"12843054350",507314,,
"12843054120",507313,,
"08380014104",509226,,
"51552130105",472711,,
"51552114703",477192,01-MAR-2014 13:55:11,01-JAN-2015 13:24:04
"08380014102",509950,,
"11822510680",510620,,
"11822621790",511397,,
"38779256401",478743,,
"38779256405",478743,,
"38779256407",478743,,
"38779256408",478743,,
"38779256409",478743,,
"70074057430",511639,,
"52372343203",482662,09-NOV-2016 13:39:55,
"52372656503",484350,09-NOV-2016 13:39:55,
"52372656504",484350,09-NOV-2016 13:39:55,
"38779244608",487447,,
"08004115435",514787,15-MAY-2014 11:59:48,
"38779194004",491799,,
"38779194008",491799,,
"08484073200",516972,,
"94030000221",519191,,
"08137115443",518473,01-DEC-2015 10:07:33,
"08380014103",519800,,
"38779256406",478743,,
"51552117706",472836,01-MAR-2014 13:55:11,
"51552130107",472711,,
"55812023601",523680,03-AUG-2014 10:30:48,
"55812023602",523680,03-AUG-2014 10:30:48,
"55812023603",523680,03-AUG-2014 10:30:48,
"55812023604",523680,03-AUG-2014 10:30:48,
"55812016001",523621,03-AUG-2014 10:30:48,
"55812016002",523621,03-AUG-2014 10:30:48,
"55812016003",523621,03-AUG-2014 10:30:48,
"55812020801",523642,03-AUG-2014 10:30:48,
"55812020802",523642,03-AUG-2014 10:30:48,
"55812020803",523642,03-AUG-2014 10:30:48,
"55812021701",523643,03-AUG-2014 10:30:48,
"55812021702",523643,03-AUG-2014 10:30:48,
"55812021703",523643,03-AUG-2014 10:30:48,
"55812021704",523643,03-AUG-2014 10:30:48,
"08137115709",524112,,
"08137115710",524114,,
"81131003844",525446,,
"81131003843",525448,,
"81131003845",525447,,
"81131003846",525450,,
"81131003847",525449,,
"81131003848",525451,,
"76300072501",526109,,
"46144012901",526696,,
"94030000233",526640,,
"90891090024",528817,,
"38779075007",491806,,
"51927480800",531032,,
"40986002840",531872,26-MAY-2016 14:44:04,
"94030000226",531792,,
"51552141204",533725,01-APR-2015 11:02:51,
"51552141205",533725,,
"75839016010",537482,,
"51927483500",543947,,
"09958003471",543917,,
"08484075300",560658,,
"49281086078",459893,,
"49281086088",459893,15-JUL-2014 11:08:50,
"63948004293",560798,,
"49100040021",568368,,
"58597831701",569162,,
"58597831703",569162,,
"58597831704",569162,,
"52404000401",568796,,
"51552137503",572369,,
"51552137504",572369,,
"50428032914",572703,,
"50428040714",572704,,
"51927489800",573646,,
"65976010130",573172,,
"81131006270",576337,,
"09958003461",577276,,
"08380015102",614599,,
"08380015103",614601,,
"08380015104",614602,,
"08380015302",614603,,
"08380015304",614605,,
"08380015303",614604,,
"09958003470",607915,,
"24571011106",483832,,
"70175020801",608038,,
"52372731503",484722,09-NOV-2016 13:39:55,
"49452335201",616836,,
"49452335202",616836,,
"49452335203",616836,,
"49452335204",616836,,
"49452335205",616836,,
"49452335206",616836,,
"49452335207",616836,,
"52372091302",484886,09-NOV-2016 13:39:55,
"52372091303",484886,09-NOV-2016 13:39:55,
"52372343204",482662,09-NOV-2016 13:39:55,
"38779298801",609067,,
"38779298802",609067,,
"90891094602",632784,,
"90891094603",632786,,
"70175020825",608038,,
"38779289103",629777,,
"38779289104",629777,,
"38779289105",629777,,
"38779289107",629777,,
"38779289108",629777,,
"38779289109",629777,,
"49452244001",633431,,
"49452244002",633431,,
"49452244003",633431,,
"49452244004",633431,,
"49100040012",636753,,
"16784069342",639068,,
"16784069352",639069,,
"50428036807",639704,,
"64980014698",453913,,
"16784069333",639067,,
"09958003400",638480,,
"79854009203",638968,,
